x,y,z
1.000000e+02,0.000000e+00,1.000000e+02
1.000240e+02,9.807704e-02,1.000240e+02
1.000945e+02,1.847485e-01,1.000945e+02
1.002075e+02,2.492613e-01,1.002075e+02
1.003565e+02,2.821304e-01,1.003565e+02
1.005331e+02,2.756812e-01,1.005331e+02
1.007270e+02,2.244890e-01,1.007270e+02
1.009271e+02,1.256890e-01,1.009271e+02
1.011219e+02,-2.085926e-02,1.011219e+02
1.013003e+02,-2.125645e-01,1.013003e+02
1.014520e+02,-4.442512e-01,1.014520e+02
1.015682e+02,-7.084567e-01,1.015682e+02
1.016423e+02,-9.958570e-01,1.016423e+02
1.016699e+02,-1.295801e+00,1.016699e+02
1.016494e+02,-1.596921e+00,1.016494e+02
1.015819e+02,-1.887780e+00,1.015819e+02
1.014711e+02,-2.157529e+00,1.014711e+02
1.013234e+02,-2.396526e+00,1.013234e+02
1.011470e+02,-2.596891e+00,1.011470e+02
1.009520e+02,-2.752952e+00,1.009520e+02
1.007493e+02,-2.861571e+00,1.007493e+02
1.005506e+02,-2.922328e+00,1.005506e+02
1.003670e+02,-2.937537e+00,1.003670e+02
1.002089e+02,-2.912122e+00,1.002089e+02
1.000853e+02,-2.853329e+00,1.000853e+02
1.000030e+02,-2.770314e+00,1.000030e+02
9.996664e+01,-2.673619e+00,9.996664e+01
9.997817e+01,-2.574569e+00,9.997817e+01
1.000367e+02,-2.484624e+00,1.000367e+02
1.001389e+02,-2.414720e+00,1.001389e+02
1.002785e+02,-2.374650e+00,1.002785e+02
1.004476e+02,-2.372497e+00,1.004476e+02
1.006361e+02,-2.414177e+00,1.006361e+02
1.008332e+02,-2.503094e+00,1.008332e+02
1.010274e+02,-2.639952e+00,1.010274e+02
1.012073e+02,-2.822712e+00,1.012073e+02
1.013626e+02,-3.046705e+00,1.013626e+02
1.014840e+02,-3.304907e+00,1.014840e+02
1.015645e+02,-3.588333e+00,1.015645e+02
1.015992e+02,-3.886556e+00,1.015992e+02
1.015858e+02,-4.188302e+00,1.015858e+02
1.015250e+02,-4.482095e+00,1.015250e+02
1.014200e+02,-4.756914e+00,1.014200e+02
1.012766e+02,-5.002823e+00,1.012766e+02
1.011026e+02,-5.211541e+00,1.011026e+02
1.009078e+02,-5.376913e+00,1.009078e+02
1.007032e+02,-5.495265e+00,1.007032e+02
1.005000e+02,-5.565614e+00,1.005000e+02
1.003098e+02,-5.589721e+00,1.003098e+02
1.001431e+02,-5.571995e+00,1.001431e+02
1.000091e+02,-5.519237e+00,1.000091e+02
9.991522e+01,-5.440251e+00,9.991522e+01
9.986658e+01,-5.345345e+00,9.986658e+01
9.986564e+01,-5.245734e+00,9.986564e+01
9.991214e+01,-5.152904e+00,9.991214e+01
1.000031e+02,-5.077952e+00,1.000031e+02
1.001330e+02,-5.030951e+00,1.001330e+02
1.002941e+02,-5.020376e+00,1.002941e+02
1.004769e+02,-5.052616e+00,1.004769e+02
1.006705e+02,-5.131611e+00,1.006705e+02
1.008636e+02,-5.258625e+00,1.008636e+02
1.010447e+02,-5.432174e+00,1.010447e+02
1.012031e+02,-5.648110e+00,1.012031e+02
1.013294e+02,-5.899862e+00,1.013294e+02
1.014161e+02,-6.178807e+00,1.014161e+02
1.014577e+02,-6.474767e+00,1.014577e+02
1.014516e+02,-6.776589e+00,1.014516e+02
1.013977e+02,-7.072785e+00,1.013977e+02
1.012986e+02,-7.352188e+00,1.012986e+02
1.011598e+02,-7.604592e+00,1.011598e+02
1.009886e+02,-7.821336e+00,1.009886e+02
1.007946e+02,-7.995796e+00,1.007946e+02
1.005884e+02,-8.123771e+00,1.005884e+02
1.003814e+02,-8.203717e+00,1.003814e+02
1.001849e+02,-8.236838e+00,1.001849e+02
1.000099e+02,-8.227018e+00,1.000099e+02
9.986591e+01,-8.180594e+00,9.986591e+01
9.976071e+01,-8.106002e+00,9.976071e+01
9.969988e+01,-8.013286e+00,9.969988e+01
9.968647e+01,-7.913528e+00,9.968647e+01
9.972077e+01,-7.818210e+00,9.972077e+01
9.980036e+01,-7.738562e+00,9.980036e+01
9.992023e+01,-7.684917e+00,9.992023e+01
1.000730e+02,-7.666119e+00,1.000730e+02
1.002496e+02,-7.689016e+00,1.002496e+02
1.004392e+02,-7.758073e+00,1.004392e+02
1.006307e+02,-7.875112e+00,1.006307e+02
1.008125e+02,-8.039207e+00,1.008125e+02
1.009737e+02,-8.246742e+00,1.009737e+02
1.011046e+02,-8.491613e+00,1.011046e+02
1.011972e+02,-8.765582e+00,1.011972e+02
1.012457e+02,-9.058742e+00,1.012457e+02
1.012468e+02,-9.360089e+00,1.012468e+02
1.011998e+02,-9.658150e+00,1.011998e+02
1.011070e+02,-9.941640e+00,1.011070e+02
1.009731e+02,-1.020011e+01,1.009731e+02
1.008052e+02,-1.042453e+01,1.008052e+02
1.006123e+02,-1.060783e+01,1.006123e+02
1.004050e+02,-1.074530e+01,1.004050e+02
1.001946e+02,-1.083482e+01,1.001946e+02
9.999242e+01,-1.087705e+01,9.999242e+01
9.980955e+01,-1.087533e+01,9.980955e+01
9.965586e+01,-1.083553e+01,9.965586e+01
9.953954e+01,-1.076568e+01,9.953954e+01
9.946666e+01,-1.067555e+01,9.946666e+01
9.944078e+01,-1.057606e+01,9.944078e+01
9.946279e+01,-1.047866e+01,9.946279e+01
9.953080e+01,-1.039468e+01,9.953080e+01
9.964031e+01,-1.033469e+01,9.964031e+01
9.978443e+01,-1.030789e+01,9.978443e+01
9.995428e+01,-1.032156e+01,9.995428e+01
1.001395e+02,-1.038069e+01,1.001395e+02
1.003289e+02,-1.048764e+01,1.003289e+02
1.005109e+02,-1.064207e+01,1.005109e+02
1.006745e+02,-1.084087e+01,1.006745e+02
1.008097e+02,-1.107845e+01,1.008097e+02
1.009080e+02,-1.134696e+01,1.009080e+02
1.009632e+02,-1.163679e+01,1.009632e+02
1.009715e+02,-1.193711e+01,1.009715e+02
1.009316e+02,-1.223649e+01,1.009316e+02
1.008452e+02,-1.252356e+01,1.008452e+02
1.007165e+02,-1.278765e+01,1.007165e+02
1.005523e+02,-1.301938e+01,1.005523e+02
1.003611e+02,-1.321126e+01,1.003611e+02
1.001532e+02,-1.335806e+01,1.001532e+02
9.993976e+01,-1.345712e+01,9.993976e+01
9.973234e+01,-1.350853e+01,9.973234e+01
9.954203e+01,-1.351509e+01,9.954203e+01
9.937900e+01,-1.348218e+01,9.937900e+01
9.925182e+01,-1.341742e+01,9.925182e+01
9.916704e+01,-1.333026e+01,9.916704e+01
9.912875e+01,-1.323145e+01,9.912875e+01
9.913839e+01,-1.313237e+01,9.913839e+01
9.919464e+01,-1.304443e+01,9.919464e+01
9.929351e+01,-1.297842e+01,9.929351e+01
9.942858e+01,-1.294385e+01,9.942858e+01
9.959133e+01,-1.294844e+01,9.959133e+01
9.977166e+01,-1.299767e+01,9.977166e+01
9.995848e+01,-1.309445e+01,9.995848e+01
1.001403e+02,-1.323900e+01,1.001403e+02
1.003059e+02,-1.342878e+01,1.003059e+02
1.004449e+02,-1.365867e+01,1.004449e+02
1.005488e+02,-1.392124e+01,1.005488e+02
1.006105e+02,-1.420722e+01,1.006105e+02
1.006259e+02,-1.450597e+01,1.006259e+02
1.005932e+02,-1.480613e+01,1.005932e+02
1.005134e+02,-1.509626e+01,1.005134e+02
1.003903e+02,-1.536550e+01,1.003903e+02
1.002300e+02,-1.560416e+01,1.002300e+02
1.000409e+02,-1.580433e+01,1.000409e+02
9.983285e+01,-1.596028e+01,9.983285e+01
9.961700e+01,-1.606882e+01,9.961700e+01
9.940479e+01,-1.612945e+01,9.940479e+01
9.920748e+01,-1.614445e+01,9.920748e+01
9.903548e+01,-1.611868e+01,9.903548e+01
9.889773e+01,-1.605933e+01,9.889773e+01
9.880123e+01,-1.597554e+01,9.880123e+01
9.875060e+01,-1.587781e+01,9.875060e+01
9.874783e+01,-1.577746e+01,9.874783e+01
9.879215e+01,-1.568595e+01,9.879215e+01
9.888012e+01,-1.561425e+01,9.888012e+01
9.900579e+01,-1.557216e+01,9.900579e+01
9.916102e+01,-1.556783e+01,9.916102e+01
9.933601e+01,-1.560721e+01,9.933601e+01
9.951979e+01,-1.569377e+01,9.951979e+01
9.970092e+01,-1.582828e+01,9.970092e+01
9.986806e+01,-1.600874e+01,9.986806e+01
1.000107e+02,-1.623055e+01,1.000107e+02
1.001197e+02,-1.648674e+01,1.001197e+02
1.001879e+02,-1.676835e+01,1.001879e+02
1.002104e+02,-1.706498e+01,1.002104e+02
1.001848e+02,-1.736537e+01,1.001848e+02
1.001118e+02,-1.765804e+01,1.001118e+02
9.999448e+01,-1.793196e+01,9.999448e+01
9.983853e+01,-1.817715e+01,9.983853e+01
9.965190e+01,-1.838530e+01,9.965190e+01
9.944425e+01,-1.855020e+01,9.944425e+01
9.922645e+01,-1.866812e+01,9.922645e+01
9.900993e+01,-1.873801e+01,9.900993e+01
9.880607e+01,-1.876158e+01,9.880607e+01
9.862548e+01,-1.874318e+01,9.862548e+01
9.847747e+01,-1.868957e+01,9.847747e+01
9.836946e+01,-1.860950e+01,9.836946e+01
9.830658e+01,-1.851327e+01,9.830658e+01
9.829137e+01,-1.841206e+01,9.829137e+01
9.832364e+01,-1.831738e+01,9.832364e+01
9.840047e+01,-1.824032e+01,9.840047e+01
9.851640e+01,-1.819100e+01,9.851640e+01
9.866372e+01,-1.817793e+01,9.866372e+01
9.883291e+01,-1.820754e+01,9.883291e+01
9.901320e+01,-1.828384e+01,9.901320e+01
9.919318e+01,-1.840814e+01,9.919318e+01
9.936145e+01,-1.857903e+01,9.936145e+01
9.950727e+01,-1.879241e+01,9.950727e+01
9.962119e+01,-1.904176e+01,9.962119e+01
9.969556e+01,-1.931850e+01,9.969556e+01
9.972502e+01,-1.961247e+01,9.972502e+01
9.970675e+01,-1.991254e+01,9.970675e+01
9.964065e+01,-2.020722e+01,9.964065e+01
9.952936e+01,-2.048533e+01,9.952936e+01
9.937811e+01,-2.073664e+01,9.937811e+01
9.919439e+01,-2.095244e+01,9.919439e+01
9.898757e+01,-2.112606e+01,9.898757e+01
9.876830e+01,-2.125325e+01,9.876830e+01
9.854797e+01,-2.133241e+01,9.854797e+01
9.833801e+01,-2.136467e+01,9.833801e+01
9.814924e+01,-2.135386e+01,9.814924e+01
9.799129e+01,-2.130627e+01,9.799129e+01
9.787199e+01,-2.123030e+01,9.787199e+01
